Misery,10076834 ,1244 ,61276872 ,11/30/1990
Disclosure,10068126 ,1675 ,83015089 ,12/9/1994
Unlawful Entry,10067609 ,1511 ,57138719 ,6/26/1992
Recess: School's Out,10065873 ,2624 ,36706141 ,2/16/2001
Zack and Miri Make a Porno,10065630 ,2735 ,31457946 ,10/31/2008
28 Days Later,10061858 ,1260 ,45064915 ,6/27/2003
Clerks II,10061132 ,2150 ,24148068 ,7/21/2006
Aliens Vs. Predator - Requiem,10059425 ,2611 ,41797066 ,12/25/2007
Universal Soldier,10057084 ,1916 ,36299898 ,7/10/1992
Aliens,10052042 ,1437 ,85160248 ,7/18/1986
Miss Congeniality,10046534 ,2668 ,106807667 ,12/22/2000
Extremely Loud & Incredibly Close,10045332 ,2630 ,31847881 ,1/20/2012
Bridget Jones: The Edge of Reason,10044890 ,2450 ,40226215 ,11/19/2004
The Banger Sisters,10037846 ,2738 ,30307416 ,9/20/2002
The Net,10037745 ,1906 ,50727965 ,7/28/1995
The Prince of Tides,10035412 ,1405 ,74787599 ,12/27/1991
Flatliners,10034685 ,1319 ,61489265 ,8/10/1990
Psycho (1998),10031850 ,2477 ,21456130 ,12/4/1998
Sneakers,10031145 ,1731 ,51432691 ,9/11/1992
Kevin Hart: Let Me Explain,10030463 ,876 ,32244051 ,7/3/2013
The Little Rascals,10028065 ,1726 ,52125282 ,8/5/1994
Problem Child,10026900 ,1714 ,53470891 ,7/27/1990
The Reaping,10025203 ,2603 ,25126214 ,4/5/2007
The Last Mimzy,10024819 ,3017 ,21471047 ,3/23/2007
Valentine,10024648 ,2310 ,20384136 ,2/2/2001
Accepted,10023835 ,2914 ,36323505 ,8/18/2006
Boyz N the Hood,10023462 ,829 ,57504069 ,7/12/1991
The Untouchables,10023094 ,1012 ,76270454 ,6/5/1987
The X-Files: I Want to Believe,10021753 ,3185 ,20982478 ,7/25/2008
Fat Albert,10021510 ,2674 ,48116322 ,12/25/2004
Conan the Barbarian (2011),10021215 ,3015 ,21295021 ,8/19/2011
Seven Years in Tibet,10020378 ,2103 ,37957682 ,10/10/1997
Dragon: The Bruce Lee Story,10019970 ,1887 ,35113743 ,5/7/1993
Mystery Men,10017865 ,2136 ,29762011 ,8/6/1999
Sea of Love,10017840 ,1246 ,58571513 ,9/15/1989
In Her Shoes,10017575 ,2808 ,32880591 ,10/7/2005
Sleepwalkers,10017354 ,1864 ,30524763 ,4/10/1992
Mr. Brooks,10017067 ,2453 ,28549298 ,6/1/2007
Rent,10016021 ,2433 ,29077547 ,11/23/2005
Daylight,10015875 ,2175 ,33023469 ,12/6/1996
Final Destination,10015822 ,2587 ,53331147 ,3/17/2000
Rush (2013),10014920 ,2297 ,26947624 ,9/27/2013
The American President,10014558 ,1508 ,60079496 ,11/17/1995
Fame (2009),10011682 ,3096 ,22455510 ,9/25/2009
Someone Like You,10010600 ,2345 ,27343067 ,3/30/2001
All About the Benjamins,10007291 ,1505 ,25916319 ,3/8/2002
The Black Dahlia,10005895 ,2226 ,22545080 ,9/15/2006
The Best of Me,10003827 ,2936 ,26449317 ,10/17/2014
Lawless,10001982 ,2888 ,37400127 ,8/29/2012
