Jury Duty,4831622,2169,17014653,4/14/95
American Outlaws,4855475,2348,13342790,8/17/01
My Boss's Daughter,4855798,2201,15550605,8/22/03
The Perfect Score,4873819,2208,10391003,1/30/04
Trial and Error,4903529,2298,13602831,5/30/97
The Majestic,4904339,2361,27807266,12/21/01
Whiteout,4915104,2745,10275638,9/11/09
Kazaam,5001588,2012,18937262,7/19/96
The Muppet Christmas Carol,5010109,2075,27281507,12/11/92
Bad Girls,5012200,2008,15240435,4/22/94
Flight of the Phoenix,5019430,2604,21009180,12/17/04
Rebound,5033848,2464,16809014,7/1/05
Double Team,5034914,2203,11438337,4/4/97
Dragon Wars,5041239,2277,10977721,9/14/07
Sorority Row,5059802,2665,11965282,9/11/09
The Darkest Hour,5062479,2324,21443494,12/25/11
Abandon,5064077,2341,10727683,10/18/02
The Phantom,5072346,2159,17323326,6/7/96
Multiplicity,5075340,2134,21075014,7/19/96
Home Alone 3,5085482,2147,30882515,12/12/97
Holy Man,5106919,2013,12069719,10/9/98
Wing Commander,5114365,2019,11578059,3/12/99
Straw Dogs (2011),5123760,2408,10324441,9/16/11
The Rum Diary,5135369,2273,13109815,10/28/11
Let Me In,5147479,2020,12134935,10/1/10
Labor Day,5175282,2584,13371528,1/31/14
Drive Angry,5187625,2290,10721033,2/25/11
Sydney White,5196380,2104,11892415,9/21/07
Out of the Furnace,5220288,2101,11330849,12/6/13
Anna and the King,5223416,2132,39263420,12/17/99
Meet Dave,5251918,3011,11803254,7/11/08
Ready to Rumble,5257778,2585,12394327,4/7/00
The Postman,5260324,2207,17626234,12/25/97
Osmosis Jones,5271248,2305,13596911,8/10/01
Sabotage (2014),5272444,2486,10508518,3/28/14
The Guilt Trip,5290629,2431,37134215,12/19/12
The Perfect Man,5300980,2087,16535005,6/17/05
The Country Bears,5309675,2553,16990825,7/26/02
Hot Rod,5310711,2607,13938332,8/3/07
12 Rounds,5329240,2331,12234694,3/27/09
Dead Man Down,5345250,2188,10895295,3/8/13
Case 39,5350570,2211,13261851,10/1/10
Max Keeble's Big Move,5377958,2014,17294293,10/5/01
Jonah Hex,5379365,2825,10547117,6/18/10
Soul Men,5401605,2044,12082391,11/7/08
Fled,5405855,2104,17193231,7/19/96
What's Your Number?,5421669,3002,14011084,9/30/11
The Haunting of Molly Hartley,5423315,2652,13559812,10/31/08
The Ladies Man,5426390,2022,13616610,10/13/00
Wicker Park,5467281,2598,13001257,9/3/04
Harold and Kumar Go to White Castle,5480378,2135,18250550,7/30/04
Bait,5485591,2352,15325127,9/15/00
Antitrust,5486209,2433,11328094,1/12/01
Imagine That,5503519,3008,16123323,6/12/09
The Comebacks,5554594,2812,13349927,10/19/07
The Chamber,5612095,2026,14551359,10/11/96
Maximum Risk,5612707,2358,14502483,9/13/96
Stephen King's Thinner,5679046,2009,15315484,10/25/96
Just My Luck,5692285,2541,17326650,5/12/06
Hey Arnold! The Movie,5706332,2527,13728902,6/28/02
fear dot com,5710128,2550,13258249,8/30/02
Shoot 'Em Up,5716554,2108,12807139,9/7/07
Child's Play 3,5718940,2126,14960255,8/30/91
The Little Vampire,5719627,2009,13572400,10/27/00
The Iron Giant,5732614,2179,23159305,8/3/99
Playing for Keeps,5750288,2837,13102272,12/7/12
Serving Sara,5758236,2154,16930185,8/23/02
Supernova,5778639,2280,14230455,1/14/00
Pooh's Heffalump Movie,5805559,2529,18098433,2/11/05
How to Deal,5809960,2319,14195227,7/18/03
Dirty Dancing: Havana Nights,5811325,2042,14161590,2/27/04
Unaccompanied Minors,5815474,2775,16655224,12/8/06
Catch That Kid,5824860,2847,16703799,2/6/04
Freedomland,5833562,2361,12512886,2/17/06
Disaster Movie,5836973,2642,14190901,8/29/08
Awake,5856872,2002,14377198,11/30/07
My Dog Skip,5863545,2331,34134641,3/3/00
The Next Best Thing,5870387,2007,14990582,3/3/00
Sugar & Spice,5891176,2150,13305101,1/26/01
Won't Back Down,2603370,2515,5310554,9/28/12
The Rocker,2636048,2784,6409528,8/20/08
Lucky You,2710445,2525,5758950,5/4/07
Hoot,3368197,3018,8117637,5/5/06
Rumor Has It,3473155,2815,43000262,12/25/05
Joe Somebody,3553725,2506,22771646,12/21/01
The Seeker: The Dark Is Rising,3745315,3141,8794452,10/5/07
Legends of Oz: Dorothy's Return,3747780,2658,8462027,5/9/14
Machete Kills,3837183,2538,8008161,10/11/13
Firehouse Dog,3838916,2860,13932383,4/4/07
Vampire Academy,3921742,2676,7791979,2/7/14
Raise Your Voice,4022693,2521,10411980,10/8/04
MacGruber,4043495,2551,8525600,5/21/10
Fun Size,4101017,3014,9409538,10/26/12
Hoodwinked Too! Hood vs. Evil,4108630,2505,10143779,4/29/11
Walk Hard: The Dewey Cox Story,4174383,2650,18317151,12/21/07
Punisher: War Zone,4271451,2508,8050977,12/5/08
Pandorum,4424126,2506,10330853,9/25/09
Surviving Christmas,4441356,2750,11663156,10/22/04
Zoom,4510408,2501,11989328,8/11/06
Hit and Run,4526222,2870,13749300,8/22/12
Chill Factor,4529231,2558,11263966,9/3/99
Josie and the Pussycats,4562455,2556,14271015,4/11/01
The Express,4562675,2808,9793406,10/10/08
Prom,4712638,2730,10130219,4/29/11
Bats,4717902,2540,10155690,10/22/99
The Words,4750894,2801,11494838,9/7/12
"Monsters, Inc. (3D)",4774686,2618,34043006,12/19/12
Whiteout,4915104,2745,10275638,9/11/09
Flight of the Phoenix,5019430,2604,21009180,12/17/04
Sorority Row,5059802,2665,11965282,9/11/09
Labor Day,5175282,2584,13371528,1/31/14
Meet Dave,5251918,3011,11803254,7/11/08
Ready to Rumble,5257778,2585,12394327,4/7/00
The Country Bears,5309675,2553,16990825,7/26/02
Hot Rod,5310711,2607,13938332,8/3/07
Jonah Hex,5379365,2825,10547117,6/18/10
What's Your Number?,5421669,3002,14011084,9/30/11
The Haunting of Molly Hartley,5423315,2652,13559812,10/31/08
Wicker Park,5467281,2598,13001257,9/3/04
Imagine That,5503519,3008,16123323,6/12/09
The Comebacks,5554594,2812,13349927,10/19/07
Just My Luck,5692285,2541,17326650,5/12/06
Hey Arnold! The Movie,5706332,2527,13728902,6/28/02
fear dot com,5710128,2550,13258249,8/30/02
Playing for Keeps,5750288,2837,13102272,12/7/12
Pooh's Heffalump Movie,5805559,2529,18098433,2/11/05
Unaccompanied Minors,5815474,2775,16655224,12/8/06
Catch That Kid,5824860,2847,16703799,2/6/04
Disaster Movie,5836973,2642,14190901,8/29/08
The Invasion,5951409,2776,15074191,8/17/07
New York Minute,5962106,3006,14071441,5/7/04
Extraordinary Measures,6012594,2549,12068313,1/22/10
The Wild Thornberrys,6013847,3012,40108697,12/20/02
Rock Star,6018636,2525,17008282,9/7/01
Wishmaster,6038516,2502,15738769,9/19/97
Quest for Camelot,6041602,3107,22510798,5/15/98
Everyone's Hero,6061762,2896,14523101,9/15/06
Judy Moody and the NOT Bummer Summer,6076859,2524,15013650,6/10/11
We Are Marshall,6114264,2606,43545364,12/22/06
Repo Men,6126170,2521,13794835,3/19/10
Blues Brothers 2000,6129615,2507,14051384,2/6/98
"Life, or Something Like It",6219234,2606,14448589,4/26/02
Pride & Glory,6262396,2585,15740721,10/24/08
Dredd,6278491,2506,13414714,9/21/12
The Last Stand,6281433,2913,12050299,1/18/13
Cirque du Freak: The Vampire's Assistant,6293205,2754,13869515,10/23/09
Gulliver's Travels,6307691,2546,42779261,12/25/10
Frank Miller's Sin City: A Dame to Kill For,6317683,2894,13757804,8/22/14
Tomcats,6406076,2617,13558739,3/30/01
Shorts,6410339,3105,20919166,8/21/09
North Country,6422455,2555,18337722,10/21/05
Soldier,6447237,2507,14594226,10/23/98
The Spirit,6463278,2509,19806188,12/25/08
Eight Legged Freaks,6485458,2530,17322606,7/17/02
The Next Three Days,6542779,2564,21148651,11/19/10
Did You Hear About the Morgans?,6616571,2718,29580087,12/18/09
Furry Vengeance,6627564,2997,17630465,4/30/10
The Whole Ten Yards,6685381,2654,16328471,4/9/04
Astro Boy,6702923,3014,19551067,10/23/09
Eurotrip,6711384,2512,17771387,2/20/04
Kung Fu Hustle,6749572,2503,17108591,4/22/05
Georgia Rule,6773870,2523,19103072,5/11/07
Welcome to Mooseport,6775132,2868,14470947,2/20/04
Ice Princess,6807471,2501,24402491,3/18/05
Nancy Drew,6832318,2612,25612520,6/15/07
My Soul to Take,6842220,2572,14744435,10/8/10
Jennifer's Body,6868397,2702,16204793,9/18/09
Sinbad: Legend of the Seven Seas,6874477,3086,26483452,7/2/03
Going the Distance,6884964,3030,17804299,9/3/10
Mars Needs Moms,6914488,3117,21392758,3/11/11
Homefront,6915241,2570,20158898,11/27/13
A Guy Thing,6988749,2515,15545431,1/17/03
View from the Top,7009513,2508,15614000,3/21/03
Last Man Standing,7010333,2561,18115927,9/20/96
Ballistic: Ecks vs. Sever,7010474,2705,14307963,9/20/02
Our Idiot Brother,7011631,2555,24816118,8/26/11
Grudge Match,7021993,2838,29807260,12/25/13
Beerfest,7031228,2964,19185184,8/25/06
Into the Blue,7057854,2789,18801234,9/30/05
Walking with Dinosaurs,7091938,3231,36076121,12/20/13
Next,7133049,2725,18211013,4/27/07
Katy Perry: Part of Me,7138266,2730,25326071,7/5/12
The Marine,7138774,2545,18844784,10/13/06
3000 Miles to Graceland,7160521,2545,15749959,2/23/01
Space Chimps,7181374,2511,30105968,7/18/08
Species II,7274008,2510,19221939,4/10/98
Garfield: A Tail of Two Kitties,7288977,2946,28426747,6/16/06
Winter's Tale,7297694,2965,12600231,2/14/14
Blood Work,7312413,2525,26235081,8/9/02
The In-Laws,7319848,2652,20453431,5/23/03
Win a Date with Tad Hamilton!,7320066,2711,17071962,1/23/04
The Bachelor,7480288,2522,21760240,11/5/99
The Nanny Diaries,7480927,2629,25930652,8/24/07
Aquamarine,7482669,2512,18597342,3/3/06
Son of the Mask,7511675,2966,17018422,2/18/05
The Box,7571417,2635,15051977,11/6/09
Around the World in 80 Days,7576132,2801,24008137,6/16/04
A Lot Like Love,7576593,2502,21845719,4/22/05
Beautiful Creatures (2013),7582595,2950,19452138,2/14/13
The Big Wedding,7591663,2633,21819348,4/26/13
Inkheart,7601379,2655,17303424,1/23/09
Vacancy,7603376,2551,19363565,4/20/07
Flicka,7703551,2877,21000147,10/20/06
Runner Runner,7706712,3026,19316646,10/4/13
Fright Night (2011),7714388,3114,18302607,8/19/11
The Last Exorcism Part II,7728354,2700,15179302,3/1/13
Blast from the Past,7771066,2542,26511114,2/12/99
Bangkok Dangerous,7783266,2650,15298133,9/5/08
Ramona and Beezus,7810481,2719,26167002,7/23/10
The Hitcher (2007),7818239,2831,16472961,1/19/07
The Counselor,7842930,3044,16973715,10/25/13
The Nativity Story,7849304,3083,37629831,12/1/06
The November Man,7911597,2776,25018119,8/27/14
Delivery Man,7944977,3036,30664106,11/22/13
Man on a Ledge,8001932,2998,18620000,1/27/12
The Ruins,8003421,2812,17432844,4/4/08
Aliens in the Attic,8008423,3106,25200412,7/31/09
Agent Cody Banks 2: Destination London,8014005,2973,23630159,3/12/04
Joe Dirt,8016008,2638,27087695,4/11/01
Silent Hill: Revelation 3D,8023036,2933,17529157,10/26/12
The Medallion,8111324,2648,22219192,8/22/03
Dream House,8129355,2661,21302340,9/30/11
From Paris with Love,8158860,2722,24077427,2/5/10
Bicentennial Man,8234926,2518,58223861,12/17/99
Pokemon 3: The Movie,8240752,2675,17052128,4/6/01
My Best Friend's Girl,8265357,2604,19219250,9/19/08
Broken City,8268908,2620,19701164,1/18/13
Devil's Due,8308220,2544,15821461,1/17/14
EDtv,8311290,2627,22431897,3/26/99
Earth to Echo,8364658,3230,38934842,7/2/14
When the Game Stands Tall,8381509,2673,30127963,8/22/14
Shark Night 3D,8404260,2806,18877153,9/2/11
You Again,8407513,2548,25702053,9/24/10
Nanny McPhee Returns,8407685,2784,29011215,8/20/10
The Ant Bully,8432465,3050,28142535,7/28/06
Timeline,8440629,2787,19481943,11/26/03
The Thing (2011),8493665,2996,16928670,10/14/11
Urban Legends: Final Cut,8505513,2539,21468807,9/22/00
Don't Be Afraid of the Dark,8525728,2760,24046682,8/26/11
School for Scoundrels,8602333,3004,17807569,9/29/06
Never Back Down,8603195,2729,24850922,3/14/08
My Super Ex-Girlfriend,8603460,2702,22530295,7/21/06
"I, Frankenstein",8610441,2753,19075290,1/24/14
As Above/So Below,8632820,2640,21321100,8/29/14
Bulletproof Monk,8653542,2955,23358708,4/16/03
The Three Musketeers (2011),8674452,3017,20374484,10/21/11
Mr. 3000,8679028,2736,21811187,9/17/04
Apollo 18,8704271,3328,17687709,9/2/11
Red Planet,8721296,2703,17480890,11/10/00
That Awkward Moment,8742109,2809,26068955,1/31/14
21 and Over,8754168,2771,25682380,3/1/13
The Covenant,8852458,2681,23380495,9/8/06
Twisted,8904299,2703,25198598,2/27/04
City by the Sea,8935426,2575,22448879,9/6/02
The New Guy,9007833,2687,29760152,5/10/02
Rollerball,9013548,2762,18990798,2/8/02
Frequency,9025584,2621,45010278,4/28/00
The Watcher,9062295,2742,28946615,9/8/00
Ultraviolet,9064880,2558,18535812,3/3/06
Alpha and Omega,9106906,2625,25107267,9/17/10
The Transporter,9107816,2573,25296447,10/11/02
The Alamo (2004),9124701,2609,22414961,4/9/04
Gamer,9156057,2502,20534907,9/4/09
Stardust,9169779,2540,38634938,8/10/07
The Water Horse: Legend of the Deep,9186054,2772,40946255,12/25/07
Just Friends,9191331,2505,32619671,11/23/05
Leap Year,9202815,2511,25918920,1/8/10
Morning Glory,9203266,2518,31011732,11/10/10
Side Effects (2013),9303145,2605,32172757,2/8/13
Murder by Numbers,9307394,2663,31945749,4/19/02
Cheaper by the Dozen 2,9309387,3175,82571173,12/21/05
Looney Tunes: Back in Action,9317371,2903,20991364,11/14/03
The Mortal Instruments: City of Bones,9336957,3118,31165421,8/21/13
Confessions of a Teenage Drama Queen,9350572,2503,29331068,2/20/04
Killer Elite,9352008,2986,25124966,9/23/11
Your Highness,9360020,2769,21596445,4/8/11
We Bought a Zoo,9360434,3117,75624550,12/23/11
Titan A.E.,9376845,2734,22753426,6/16/00
Lord of War,9390144,2814,24149632,9/16/05
Hoot,3368197,3018,8117637,5/5/06
The Seeker: The Dark Is Rising,3745315,3141,8794452,10/5/07
Fun Size,4101017,3014,9409538,10/26/12
Meet Dave,5251918,3011,11803254,7/11/08
What's Your Number?,5421669,3002,14011084,9/30/11
Imagine That,5503519,3008,16123323,6/12/09
New York Minute,5962106,3006,14071441,5/7/04
The Wild Thornberrys,6013847,3012,40108697,12/20/02
Quest for Camelot,6041602,3107,22510798,5/15/98
Shorts,6410339,3105,20919166,8/21/09
Astro Boy,6702923,3014,19551067,10/23/09
Sinbad: Legend of the Seven Seas,6874477,3086,26483452,7/2/03
Going the Distance,6884964,3030,17804299,9/3/10
Mars Needs Moms,6914488,3117,21392758,3/11/11
Walking with Dinosaurs,7091938,3231,36076121,12/20/13
Runner Runner,7706712,3026,19316646,10/4/13
Fright Night (2011),7714388,3114,18302607,8/19/11
The Counselor,7842930,3044,16973715,10/25/13
The Nativity Story,7849304,3083,37629831,12/1/06
Delivery Man,7944977,3036,30664106,11/22/13
Aliens in the Attic,8008423,3106,25200412,7/31/09
Earth to Echo,8364658,3230,38934842,7/2/14
The Ant Bully,8432465,3050,28142535,7/28/06
School for Scoundrels,8602333,3004,17807569,9/29/06
The Three Musketeers (2011),8674452,3017,20374484,10/21/11
Apollo 18,8704271,3328,17687709,9/2/11
Cheaper by the Dozen 2,9309387,3175,82571173,12/21/05
The Mortal Instruments: City of Bones,9336957,3118,31165421,8/21/13
We Bought a Zoo,9360434,3117,75624550,12/23/11
Stuck on You,9411055,3003,33832741,12/12/03
Babylon A.D.,9484627,3390,22532572,8/29/08
Deuce Bigalow: European Gigolo,9626287,3127,22400154,8/12/05
Mr. Magorium's Wonder Emporium,9630085,3164,32061555,11/16/07
The Adventures of Tintin,9720993,3087,77591831,12/21/11
Deliver Us From Evil,9740471,3049,30577122,7/2/14
Fame (2009),10011682,3096,22455510,9/25/09
Conan the Barbarian (2011),10021215,3015,21295021,8/19/11
The X-Files: I Want to Believe,10021753,3185,20982478,7/25/08
The Last Mimzy,10024819,3017,21471047,3/23/07
The Tale of Despereaux,10103675,3104,50877145,12/19/08
The Incredible Burt Wonderstone,10177257,3160,22537881,3/15/13
Because of Winn-Dixie,10208431,3188,32647042,2/18/05
Drillbit Taylor,10309986,3056,32862104,3/21/08
Million Dollar Arm,10515659,3019,36457627,5/16/14
The Flintstones in Viva Rock Vegas,10518435,3040,35268275,4/28/00
What to Expect When You're Expecting,10547068,3021,41152203,5/18/12
The Host (2013),10600112,3202,26627201,3/29/13
Transcendence,10886386,3455,23022309,4/18/14
Abduction,10925253,3118,28087155,9/23/11
The Pirates! Band of Misfits,11137734,3358,31051126,4/27/12
Balls of Fury,11352123,3052,32886940,8/29/07
Bad News Bears,11382472,3183,32868349,7/22/05
Frankenweenie,11412213,3005,35291068,10/5/12
Charlotte's Web (2006),11457353,3566,82985708,12/15/06
Battlefield Earth,11548898,3307,21471685,5/12/00
Rugrats Go Wild,11556869,3041,39402572,6/13/03
Underdog,11585121,3013,43760605,8/3/07
The Pink Panther 2,11588150,3243,35922978,2/6/09
Marmaduke,11599661,3213,33644788,6/4/10
Spy Kids: All the Time in the World,11644672,3295,38538188,8/19/11
Here Comes the Boom,11816596,3014,45290318,10/12/12
Burlesque,11947744,3037,39440655,11/24/10
Deck the Halls,12001256,3205,35093569,11/22/06
Taxi,12029832,3001,36611066,10/6/04
In Time,12050368,3122,37520095,10/28/11
Take the Lead,12051277,3009,34742066,4/7/06
The Core,12053131,3017,31186896,3/28/03
Arthur Christmas,12068931,3376,46462469,11/23/11
House of Wax,12077236,3111,32064800,5/6/05
Treasure Planet,12083248,3227,38176783,11/27/02
Secondhand Lions,12139832,3013,42070939,9/19/03
Rocky Balboa,12158168,3017,70270943,12/20/06
Trouble with the Curve,12162040,3212,35763137,9/21/12
The Back-Up Plan,12201710,3280,37490007,4/23/10
Vampires Suck,12202831,3233,36661504,8/18/10
Arthur (2011),12222756,3276,33035397,4/8/11
Cats & Dogs: The Revenge of Kitty Galore,12279363,3705,43585753,7/30/10
Planet 51,12286129,3035,42194060,11/20/09
House at the End of The Street,12287234,3083,31611916,9/21/12
The Giver,12305016,3003,45085462,8/15/14
Fever Pitch,12400125,3267,42071069,4/8/05
The Island,12409070,3122,35818913,7/22/05
Secretariat,12694770,3072,59713955,10/8/10
Herbie: Fully Loaded,12709221,3521,66023816,6/22/05
XXX: State of the Union,12712272,3480,26873932,4/29/05
The Watch,12750297,3168,35353000,7/27/12
I Spy,12752803,3182,33561137,11/1/02
Elektra,12804793,3204,24409722,1/14/05
The Road to El Dorado,12846652,3218,50863742,3/31/00
New Year's Eve,13019180,3505,54544638,12/9/11
Bandits,13050700,3207,41575141,10/12/01
Hannibal Rising,13051650,3003,27670986,2/9/07
Good Boy!,13107022,3225,37667746,10/10/03
The Judge,13116226,3003,46212009,10/10/14
Nim's Island,13210579,3513,48006762,4/4/08
Book of Shadows: Blair Witch 2,13223887,3317,26437094,10/27/00
Stealth,13251545,3495,32116746,7/29/05
Radio,13303724,3074,52333738,10/24/03
Zathura,13427872,3223,29258869,11/11/05
That's My Boy,13453714,3030,36931089,6/15/12
